UUID|INTERNAL_REFERENCES|CLASSIFICATION_UUID|DISPLAY_STRUCTURE_ID|IDEALIZED_STRUCTURE_ID|APPROVAL_ID
b7b9b55d-b102-4f4e-b296-62ca2a8637c6|[{"label":"GInAS Reference","term":"4f0c16ec-4773-43e1-a91f-975ef25110cc"},{"label":"GInAS Reference","term":"41df0ec3-4942-411d-950d-e9a3d9fa7fa9"}]|98ad881d-1d16-4dd0-8304-eb1b3b5fbd23|d81f240c-9d63-43e3-ae98-5cb3109f51da|416e33aa-66ab-4f81-94e4-ecb5acd1b839|I2N4ZF9233
d50a43fd-f385-4ae0-bea2-2f81a73d36ea|[{"label":"GInAS Reference","term":"5414acc4-7bc2-4a17-8542-fa9e4dd6820f"},{"label":"GInAS Reference","term":"f890a023-1021-4112-8e1d-3e3e2972bb3a"}]|894ae362-0c9d-4c6e-aabd-6bf0c8dca9eb|ddeb955a-d964-458a-8831-b76f8c48eb34|8686635d-c6d5-4652-9813-94e84dac2907|2Q40985DRM
98cf3980-2019-427d-bd49-f1b16e877987|[{"label":"GInAS Reference","term":"8a7e3c8a-553f-4510-94ae-e21810357d26"},{"label":"GInAS Reference","term":"6bb509d3-4b0f-4fbe-8477-7f32c3335f0c"}]|2cce7382-7359-4f9e-abd8-d0d9cf1f28b4|b529f9fd-ee01-4286-a5c7-f668e96f447e|cb844008-44c7-41c4-8f95-cd6f301a2d66|UM56ZHC52Q
5ec107e8-94e2-4c4f-bfd6-7eb3dd0aaa45|[{"label":"GInAS Reference","term":"6d0d7347-8c24-48ec-bc7c-82e90a561187"},{"label":"GInAS Reference","term":"95e1dad2-369b-4310-83d9-2779bd1234d6"}]|ade09cce-22eb-4f23-879b-1d0f16d5a4ee|328698a9-7716-4005-ae9c-5c74de5c0bf6|009f512a-44e8-4846-b6dd-8eeb30508d2d|905HNO1SIH
944f0c36-2786-4127-89fc-35c85d5b4668|[{"label":"GInAS Reference","term":"855acba4-82ab-4d74-9808-0d282dd3dde6"},{"label":"GInAS Reference","term":"f1ac8148-88b8-4055-b0ac-a6da07b9d72d"}]|9d7a489a-0f43-46ed-9146-ef5d13013296|c1ec2594-9f71-40e6-97fe-d339d1f892d9|cf600b17-162c-41a7-b639-4f81b37c396b|9T1C662FKS
b3fb9240-0825-4934-912e-d2fbe48015d7|[{"label":"GInAS Reference","term":"00e14136-c52b-4122-96a6-d420dc32fea2"},{"label":"GInAS Reference","term":"19856c68-bf0f-4122-862f-942a95cfd7d6"}]|9a5d28ad-dae8-43f3-9728-7eb849447d4e|a215d6bf-d085-43eb-91f8-50f8f8634d31|db97fb66-f21f-40e4-9641-421764cc715e|M28OL1HH48
e4c897c8-5819-431b-8699-d77372d54d8e|[{"label":"GInAS Reference","term":"1b3f732f-e16c-424e-b5af-8c8d0f8cf417"},{"label":"GInAS Reference","term":"4eba483b-ad15-41b0-bd21-5cf467132c8b"}]|74728895-0017-4140-9c0c-2db2ec58ea9d|915b0f28-1dc6-412e-97aa-24da175cf4de|498f13e6-61a9-4001-b17d-451dc3134609|M15H03K69B
2929a709-a2e1-4588-b8e5-d321078ca4a6|[{"label":"GInAS Reference","term":"63701749-7b1b-4b29-aa88-ea7abbd47c4e"},{"label":"GInAS Reference","term":"87b95de4-39e6-4cd4-986f-5eaf67078220"}]|19da2be3-8faa-49bc-af40-205682b1907f|84117258-2645-4a15-8eea-f29d2b2eccbb|2c51997d-e640-442b-a62b-2e70da22d1d5|G1GFK9898U
047f6667-8b95-48f3-bff7-469b1a5e46a0|[{"label":"GInAS Reference","term":"c1ddec37-6050-44a9-9d79-fd94e432a52f"},{"label":"GInAS Reference","term":"4aaf0b83-59b0-4c13-b229-1d39479b4e7a"}]|580a841a-773d-4284-8930-e090892da13b|30756fa1-f0d7-4ad1-88a7-14916a478314|fcc7c729-7d97-45b6-861a-9bfc4d3e0d4f|O5DWH2US5C
2de871c6-8e5a-4f7f-a5f7-b02997b48478|[{"label":"GInAS Reference","term":"6bb980b7-1826-4173-9b3e-4f03fda62c42"},{"label":"GInAS Reference","term":"72996f51-b193-4099-9535-10d79265c451"}]|ad2cc19f-13dd-4d1c-ac7c-d1bd3818bc29|8822b8cc-2db2-4877-8bee-44fb227e9eb5|6ab8a5e9-a4c9-4ea7-a2d9-91f4d152d244|BI55GG2WLI
161a9f5d-0ea7-48ca-b23b-166f5542d1aa|[{"label":"GInAS Reference","term":"d301d796-c4f2-4d72-b390-4bcf9794c141"},{"label":"GInAS Reference","term":"67b59d2c-4d63-47b6-9791-13c2e759cec7"}]|2fadd1c4-cbc8-4226-a4f7-459ed3edea80|fe6ead65-bec2-4337-b79e-dfe612148213|b163284e-fcc6-4d86-ad57-92180776aaad|O0A3UHI7NO
57c4736e-d2b6-4445-91ff-0951a4de99e6|[{"label":"GInAS Reference","term":"80626b5c-8a07-4df4-8e77-1f6d5cc3d789"},{"label":"GInAS Reference","term":"1794593f-510d-4b90-91a5-3282935fddd1"}]|ac82812e-c0a7-4831-b3ca-15b0afc28ff0|e23b2bdd-d3da-4aeb-8b50-f886b5b8d767|4d9fa076-0014-48b3-8985-103d80d2377b|14BGY2Y3MJ
ec0cb5b2-ccce-416d-855c-812359a5dd19|[{"label":"GInAS Reference","term":"6105d0ea-428e-4c4b-8b90-4138b59dd513"},{"label":"GInAS Reference","term":"0724ae22-e686-49a6-bb05-8f7b2f2f1a23"}]|42e76c9f-be46-47be-b722-32c56d3b4044|4a4d3620-bf46-4ef2-96ab-c4a78f22a224|840d9e1f-3a4d-468b-a81e-7a17b0ce3402|6930DL209R
4b291d59-2bcb-49f1-8a65-80c53c9f71ab|[{"label":"GInAS Reference","term":"2219be06-36dc-4464-8eef-fb25996acb30"},{"label":"GInAS Reference","term":"5a763942-91e7-4ed9-90d6-d2726fd8bbdd"}]|38e4307f-9a9a-41dc-ae91-7f89dc7c8170|51f4b785-914e-40b9-8ae9-043686e395aa|6ca4b1a2-abc6-4dcf-9c2a-985bf41d2f9f|W1L7G7ROMD
d9009ef3-6e49-487d-8f92-8728982b8ce9|[{"label":"GInAS Reference","term":"c5610528-c884-4a29-80c0-83b0d2321f4c"},{"label":"GInAS Reference","term":"2765ad8d-291d-4ba5-9d3d-6219f98aa9f9"},{"label":"GInAS Reference","term":"e209f1db-a135-4cf3-9d3e-1900e0cb9a8b"}]|8b8a4fd3-dca3-4a41-bd3c-d13f52447eb1|74bf84da-b5f4-4103-b312-23af12118086|757abc8c-19db-4494-badd-0f835b35d23f|WC4978T687
b7008710-742b-488c-acb6-74b4432e2579|[{"label":"GInAS Reference","term":"9170997d-374b-4659-a5c0-17d6f459cdda"},{"label":"GInAS Reference","term":"64554844-76cf-4940-af9d-df4d508e015d"}]|3f77de72-5551-4437-8f8c-c92d48b8e7b1|13cfdf48-a7f4-4f97-9725-024642e6552a|2d7009d0-d7c8-457c-898f-9986af7149d4|8PR7V1SVM0
7fd6ebaa-2a7d-44c3-8c13-6d1c074e6aa5|[{"label":"GInAS Reference","term":"3996f787-1939-4c23-b924-3704e5e80d43"},{"label":"GInAS Reference","term":"463b7485-46fc-4e13-98c2-3633622e5c9d"}]|08600c64-376f-4ab1-9d58-e858e61363bc|153792c1-ec90-48d2-9fdf-bdb45a3e7730|d8744393-2b5f-49d5-935e-7e23b65f487b|G938900MID
5b277e21-aa62-4ae5-b5cd-acdb7465c31b|[{"label":"GInAS Reference","term":"1f5bdb67-e3bb-4295-b3b9-f2626b7a9d3a"},{"label":"GInAS Reference","term":"2935f610-e5a8-46a3-9f0c-856e3d0d9139"}]|2baefcfd-7ffa-41c0-bed1-3cac27ae70ed|b234f4f4-bbab-4e4f-b283-91e0e5a3a068|51fa9ed7-b50e-4c6a-948f-2b5531c9feb5|X958PZJ9ON
211610ee-265f-4027-9782-0db51da8013e|[{"label":"GInAS Reference","term":"77312cf6-fc9a-47de-a0e9-d2676ab48248"},{"label":"GInAS Reference","term":"7cce8a66-d1d7-47ae-bfd9-2b1cf9f10951"}]|527161b9-e951-47cc-97ca-3402a0fa6297|99b77046-8ef3-4fd6-9fea-83b6232cc2a5|5abd660d-704e-4180-a4fd-c3dc388d4fe6|A7F3N56197
4469df50-678c-4fc0-93da-86437a9b08fe|[{"label":"GInAS Reference","term":"df3f60b9-1fb0-48cf-b6a2-3ae65109b094"},{"label":"GInAS Reference","term":"3a94d062-233c-446d-ba94-fb12a5b02948"}]|3748a6e6-1a6b-4bc6-b458-0ea0f5d70351|c5cf9507-c51a-422c-89c5-85bceca9c402|45065c67-5dfd-43f4-a0e6-5f93a8488577|V2W71V8T0X
efa953b2-36db-4687-8b88-5537f78ad155|[{"label":"GInAS Reference","term":"41d276f0-eb66-4b44-9ee8-2f5e79aff879"},{"label":"GInAS Reference","term":"fcfd67de-9680-41ec-997a-4576696e5926"}]|91bf0fb5-042f-4cad-ab27-742305bb04be|e2fd2e82-a528-4c18-aff6-3fe3fe8794e5|62d481ee-6e8d-4739-a52e-7aec41739118|5F4963KLHS
dcc4a604-b469-475c-a7ec-6c85e5766760|[{"label":"GInAS Reference","term":"9ac979c2-2a61-421c-9e20-a77d69c5a59a"},{"label":"GInAS Reference","term":"dc57d2b7-31e5-4fd4-a679-88448a1e4942"}]|0917bd1e-e9da-4d54-b9b6-7547935a537c|40ade5cc-855d-46b5-b798-5210badd97b1|4126f63c-76ee-4041-b923-e11dd679246e|Q51LPW21CH
28ae42f8-3201-4e72-9bce-42728c244835|[{"label":"GInAS Reference","term":"9105b28b-c45a-4f6d-abe3-cc1d2b2f0fa3"},{"label":"GInAS Reference","term":"eaddc4d1-8ae1-4955-9ac0-76a1dc5a74c8"}]|e90cd7e6-149d-4c0f-a743-8a38395c2ec2|5753e6dd-90fb-4296-8b09-9c123d8ac008|4387ef78-e363-4198-a354-cbac0342b077|ZJ5S27D9NX
23efa297-d6c0-441a-9c36-400ece3851fe|[{"label":"GInAS Reference","term":"73d2843e-9cfd-428a-989e-d3e3ea843b1b"},{"label":"GInAS Reference","term":"df06e089-41de-48aa-a4b3-9f60c77e3a92"}]|6500642b-3828-4d9a-8077-affca7199c84|2454b103-60b0-4c79-96a5-b784fdd0ad7a|c41f6496-96b4-4b9b-b185-b9e9fdee0d9b|T2410KM04A
6d9b7cdb-cc34-40f0-8d27-d5063630cc14|[{"label":"GInAS Reference","term":"6090c6fe-3454-46ae-b7ab-72ef9bbc5578"},{"label":"GInAS Reference","term":"007aaa4b-368f-4e53-b9f3-af0b79e18a90"}]|b17adb7f-d8d7-401f-bc82-0ed9f281efa5|067831a3-e5b0-4f4d-9dbe-68dcb234e427|c0d8293a-3ed4-48f1-9a7f-bf6ff35ca9d6|6IC1M3OG5Z
7d05cb2e-ffb4-4923-9e31-780b58846892|[{"label":"GInAS Reference","term":"3c17851c-6de8-4ace-9856-1c45653c88ed"},{"label":"GInAS Reference","term":"dc2cbb65-1376-41b0-85f0-31f6012658eb"}]|61f6da34-e79d-427e-ab46-596503c092f8|7d7cbc1c-d931-4930-afb1-cccb77af404a|fc1ddfaa-3e30-4883-8739-80025abb0d5e|R27OH35FYQ
8ce99486-f6f1-42c5-94bb-bf09f39e79c9|[{"label":"GInAS Reference","term":"7c64c870-65bc-405f-ba6f-bbff73e09d7b"},{"label":"GInAS Reference","term":"22332a2d-1a2f-4600-97dd-6f1b99d3861d"}]|d0e47a30-6c76-45aa-ac77-e912428ce784|abdeb926-15d3-4f41-83e8-7ac4046a9495|7e9fc552-2fcb-4a79-b114-a471d56d27f2|4T078B3Z6V
fd9dfee3-b2d2-461e-95f4-465ed0308a78|[{"label":"GInAS Reference","term":"44ddd6e5-9e98-4ab3-8ec2-2a06bf746490"},{"label":"GInAS Reference","term":"7994d7af-6c2a-49e9-b5dd-60fc4cb46131"},{"label":"GInAS Reference","term":"f6360bc0-af48-46c0-90f5-c25b7ae07206"}]|40f4c8a4-c346-4c12-836d-8e562d410bb1|8c7ba9c5-2441-4c44-a4cf-cf2ae751d393|129644bb-2d19-4b84-9ebf-0c2f3636cf2c|V5T10N50RD
0b3ecc48-56e3-4250-977b-6a1bc15fe71b|[{"label":"GInAS Reference","term":"fa2a05a0-c9de-48b1-840e-90adcd849343"},{"label":"GInAS Reference","term":"d7b264dc-c872-44e2-9738-af7a22520827"}]|c79ac086-2ca6-4963-965a-8e9e7d2d4f19|2333f8d3-9a7f-4490-9649-5461e53974b4|9204d033-55ea-4348-b6b0-67d44cc62214|26CD3J2R0C
69502dec-bcac-4f12-bbc5-a648d8ed68ab|[{"label":"GInAS Reference","term":"43248c04-d8b4-4148-bcc9-13450ad73060"},{"label":"GInAS Reference","term":"7ee0169d-05d9-4719-9c08-8e43160d2760"}]|4c9bbe0e-191a-4a1e-b0bd-88cb4fd9754c|0d4efeaa-fc88-48b2-ad27-06c5b42ab8a4|b30a2c75-96bb-4fed-83fa-2904fcc1457b|DM36F4D2OU
fb618f8a-0d8b-4de9-af39-f94a12cfb673|[{"label":"GInAS Reference","term":"2422a696-821b-4945-9646-67cecf271760"},{"label":"GInAS Reference","term":"74d59d18-f42c-4b32-9688-f5ff4aaec42c"}]|faef141a-5c49-44b9-9835-d2fb6e4afc17|4f60dcab-fa28-4ead-a7f8-705cf586164e|4ddff7d2-1842-4694-9d91-59a01f3fe1cd|2Y53S6ATLU
f9e96050-a6f5-424a-9f96-5beacb95c54e|[{"label":"GInAS Reference","term":"8aed31a2-c951-4ff3-9cb2-8599c4c85e88"},{"label":"GInAS Reference","term":"221feb75-8ec1-4aa5-beae-b0838d3f60d7"}]|3fbabadc-8b7c-4678-b2df-2c1d1e626a45|179b7464-028f-4e44-96bc-7bdfc72a5952|015e1484-db19-469c-a4d2-6faeceee17eb|91245SPD5K
860269a2-6117-4c9d-baf1-18f2ff194aae|[{"label":"GInAS Reference","term":"3651e48e-3b49-4ef1-8937-d70cb41882ea"},{"label":"GInAS Reference","term":"7f2e5d27-66aa-44f7-825a-cc94f936d553"}]|e3f423c7-c315-44aa-8e52-15b1344ebe42|65345ff4-1d99-4b28-ade1-a5a3a2b257f2|1c917552-dc67-4997-acf0-daf1292078eb|439X29GCJZ
41191177-bf84-4ec5-be19-ac2ae59f8673|[{"label":"GInAS Reference","term":"b41e01ba-6aee-42ad-84bc-1e7969a9661a"},{"label":"GInAS Reference","term":"a35a1af0-88f7-4234-adb1-23c795538221"}]|fe233bab-7bbc-4380-b5b3-e2c88c2b3a9f|469f046a-10bf-43ef-a3f3-cf02c9bec979|990f9630-741d-477d-8048-90dec914ee01|33F4HZ53CP
83d54d97-28ea-49c4-86bb-b8f655f0946f|[{"label":"GInAS Reference","term":"3ce5a941-c4a8-446f-82f0-175f6ef1c183"},{"label":"GInAS Reference","term":"e97b581f-05b5-474d-9d49-b5e2903da4d1"}]|8f13956d-1877-4c47-bbc6-5be787e624b0|503ac9fc-360f-4e60-8fe5-c7d524a5f4d0|f8a32439-1ffa-48a9-a8c9-a58d0a436b24|F11YNO8FDQ
7811f5d0-ac83-45c5-b509-059973961ab2|[{"label":"GInAS Reference","term":"3bba578b-3234-435a-a4d5-66f950b5e88e"},{"label":"GInAS Reference","term":"0d7340f0-d51c-417d-ad84-69ebdef2c65c"}]|3e915890-5042-42a2-b951-f0c437520063|62ea4c9b-e425-4ae5-81aa-cee340ce6714|db8c3ecd-1f0d-402e-963f-12b5d66ced83|4QW4AN84NQ
aea9a3a9-1406-494a-874d-67416119f445|[{"label":"GInAS Reference","term":"5a1dd8b2-62ae-4a96-9327-c6957cf1fbd2"},{"label":"GInAS Reference","term":"55825cad-39f2-4ba0-8bac-29d3c286b467"}]|0a0b35b3-4240-48b8-97cf-84e68f3b8ee5|7af06f79-95dc-4149-9ac6-c701724b78a2|e88d9595-24a5-47ae-94e6-296fec435c1c|3C1T61H69C
7dcdc582-bd08-4d81-b9a4-ff7bb7b43e5b|[{"label":"GInAS Reference","term":"567205ff-18a0-49be-ace8-11971f3b8f5a"},{"label":"GInAS Reference","term":"a327c9ca-2704-4d15-9371-a40651381a5b"}]|5530f097-c3a1-4547-8249-87951c12214e|87379414-c744-45cf-a3dc-b36a274d3154|0db0fe0d-7268-472a-9941-28ff3ea9a480|KFR5QEN0N9
d2799b2b-3b07-4618-a1a6-460db91dbed7|[{"label":"GInAS Reference","term":"57dd9f1d-9121-4606-85da-4a811193443e"},{"label":"GInAS Reference","term":"6e6e01b0-8668-409a-a28b-55602feca185"}]|45d32cc6-739e-443c-bfaa-92214f6db4f9|93312ea6-621a-4edb-9c10-0cbe64a5e0ba|4dece61c-a883-4396-a1ac-45395b60b725|CBZ4BH7TJ1
2979459c-6ee4-4f42-bb7d-1d073de5a1e4|[{"label":"GInAS Reference","term":"cd0496be-2e10-45d8-8c6a-471df0bf7d97"},{"label":"GInAS Reference","term":"4cd4e877-c885-4408-ba6f-2ead0245730b"}]|e98cde06-4e8a-4c9d-9612-1d2b23f5524a|b6b3b1ec-d0b4-4e7b-8c4f-ab81a4c6c07c|4ccb1385-f862-43bd-b0e5-f9de21c0ff8b|UVQ34I5XKQ
2daf4b33-743a-4102-89b9-1471ca033135|[{"label":"GInAS Reference","term":"30872370-b9d8-42aa-9f4e-cce52985169e"},{"label":"GInAS Reference","term":"6b32687a-8444-4534-b06b-972a500ab45b"}]|7ff60b57-d45c-443e-9fd3-5d8091de0eca|70f8848e-7cbc-428b-817f-bd8ff3cbe5bf|e4f648b6-2409-4b3a-a64d-27c4ffa96594|596C33NS2J
68ab962a-77a1-41bf-9f3d-1978e0b5e342|[{"label":"GInAS Reference","term":"a08b5769-4c3d-495b-b2f1-a2c43bc252d7"},{"label":"GInAS Reference","term":"8aac20f4-dc6e-4250-a608-c4858d1e0728"}]|657a29cd-ff41-4975-9fd1-2a719773e788|6c4aa545-29de-443d-b0db-03329323221d|d1504c79-06f7-424d-b751-506fcaca7fdb|NX76LV5T8J
fe8de07f-e0bd-4fbe-9d1b-acf7e78fc7fc|[{"label":"GInAS Reference","term":"5bc7718b-1fb8-4957-9c38-ae012a813f00"},{"label":"GInAS Reference","term":"f934f1f1-68b9-4a0b-b855-1adeccbdac69"}]|19407e83-23d1-4f79-9e7f-038aa0966b90|6fe56e39-9554-44e4-aa41-a412f8b6acb6|53beed23-ad55-4993-8479-0012e7838421|RDH86HJV5Z
5ed99980-6446-4882-8cf7-3146f52e3e70|[{"label":"GInAS Reference","term":"0531f649-70d9-4e21-9de7-cf285c94b830"},{"label":"GInAS Reference","term":"4f2b757e-cdb6-4375-8366-964a211f5a56"}]|e18ee555-1038-4008-9cf9-e12129b65eed|fab75643-d79b-44f3-b5dd-a86c730366e9|1cd09b47-7ab9-44f9-87d3-1073e93631c7|K3R6ZDH4DU
e40d41f8-e465-4dd9-893f-e5e52bcb35e2|[{"label":"GInAS Reference","term":"169a66c4-ea7a-4998-b588-a79a93587c66"},{"label":"GInAS Reference","term":"a91b1bce-f68e-4345-8c26-359e522121e8"}]|4f4562c9-bd56-4297-b73a-66dd9c224125|9b9e6774-be4c-45f5-ac84-fb73239c5d1c|d2d7363d-0bc0-4921-a6f7-f99f23db175b|S79O08V79F
9d6acd67-b379-4d83-988d-737dfd088445|[{"label":"GInAS Reference","term":"400d472f-7f00-45b0-9906-2d2e65d20005"},{"label":"GInAS Reference","term":"8ed71423-f8e3-41ea-a1f9-8ec48a0b1950"}]|8616e9c5-d75f-4fe8-bfe4-d77183f36c20|cb351848-5d04-4954-9dcb-b42bac4974fe|8c85a55d-06a8-498a-8ffc-d723d63f3de3|DR0K5NOJ4R
03f76d26-6b91-48e9-8b24-8a5f072d9777|[{"label":"GInAS Reference","term":"79b5b96c-5c9d-4f9e-8a1d-ddd7fc1a9000"},{"label":"GInAS Reference","term":"eb2b665b-38ed-4e25-934b-3e727812c25f"}]|c09cce90-ec19-4b1f-ac90-3ba6117e2403|a1aad64f-d455-47bb-a15d-6df6dd3b477f|ecba1948-4fb4-4037-9286-3543c5ab1d72|VC9JLP352J
631b3a13-0bee-4f15-8385-8b530ba20f8a|[{"label":"GInAS Reference","term":"9219b232-3398-43e8-9531-63528defbeae"},{"label":"GInAS Reference","term":"4b7a3034-22e9-4821-90c3-9969ac72b015"}]|c4bc6937-4f23-4817-8575-0750ed885175|870602b2-a909-4eb9-9ad0-1e6d12b94a7b|15f37c8e-699a-4200-a943-528d36dc04be|3DYK7UYZ62
7006e9b3-bb22-4208-ad3f-e4895e5009b5|[{"label":"GInAS Reference","term":"096e84af-866f-4066-9c76-525b38985a93"},{"label":"GInAS Reference","term":"4b4af4da-8642-4aee-bb91-6d6e8d5ac9e4"}]|661d82c4-359c-4ed0-a5b9-3cdd237d6e8b|2dd3f3f2-588c-4be9-b852-6a34412d76f5|fae41b1e-06a4-40b1-8f86-6833b4230e7b|4064U7Y76Q
58188690-bed2-4acc-aa62-11d088b9c970|[{"label":"GInAS Reference","term":"b0190b9d-37d0-4327-902d-ed01a5a9deab"},{"label":"GInAS Reference","term":"2a6cee63-f22b-4f64-9f27-7ef59ae38a98"}]|19e1d372-506c-47d4-9197-c4349b5c07d9|e30bcbdb-c667-43e9-8abd-13b102d9eb2d|ca58f1bd-327b-43da-a4de-39be32871d2f|YXH47AOU0F
e1480b8f-678f-4d9a-8864-22e49e0e8763|[{"label":"GInAS Reference","term":"dd56d38a-6bb0-4a3b-86f0-0393c601580d"},{"label":"GInAS Reference","term":"0a275074-499f-4804-89fc-3e2ccc979161"}]|7aa47b04-1579-459b-b93e-5678f21324d1|db364edc-05c6-4289-b44f-4653e16f1a84|ae9d6e49-fb78-4d4b-9e8c-c9bf8dc5ac45|ZNJ8R24I7Z
3b459229-6244-4a4a-a9bb-4e465ecc7b05|[{"label":"GInAS Reference","term":"46e20af7-1f09-4902-b787-1c870cf3fa93"},{"label":"GInAS Reference","term":"da0acfb2-74fa-43ac-b61f-cca32e2eef09"}]|03797741-5202-4883-9116-75873a07cae8|eec8da4b-fbf6-4a3a-8090-c10c1dc4a4e8|caddb241-e38b-4878-aaf9-c9907cb0e1e6|O7K1B8GF1V
0d5daadc-734e-42ad-b29b-47cbe99354a2|[{"label":"GInAS Reference","term":"c277d491-cd3c-4e19-9d7a-2f1d6fa457cc"},{"label":"GInAS Reference","term":"a7361cfa-cc1f-4509-a106-fcd00c627f45"}]|fa54c68e-1dc4-460a-9df4-ddeb9dd8bcf8|9d32ed46-9853-43e2-aca4-bb483340df2e|07e72f25-09a9-4981-8916-dbe0e9bc01ed|VU1ZWG290C
31b7d27b-cb46-4699-bd05-9205845c4de7|[{"label":"GInAS Reference","term":"d3ff5297-fa8d-4903-8c08-9aa10d9e4804"},{"label":"GInAS Reference","term":"719c9593-5480-4a67-964b-83f789d62316"}]|e28feef7-effc-47c1-a9a1-1265c46b6a86|5b425cde-8b0a-41ea-ab2f-8c6bf84290cc|863ac1e9-de0c-49ff-b160-9866611b73b3|BA94B7CK8K
278b2404-eee1-42c3-8994-1357fe77e847|[{"label":"GInAS Reference","term":"40d6e6b3-3446-46b8-b93f-6689f38d8a0e"},{"label":"GInAS Reference","term":"f78c5181-e054-4247-8539-e491f1912094"}]|0da72a60-37ed-4c57-91aa-14cdd3fb6373|ef4ad1e8-b1a5-408f-aef3-6c516ad5edef|5156e701-b0d8-4370-a3b5-c780844a8f6b|06R6X77P9C
